author,word1,word2,source
422,yes scarlett,hodgepodgeu r welcome,BC
398,tear,pull,BC
394,elvis,hound dog,BC
563,sweet,honey,BC
390,reptile,boots,BC
485,police,report,BC
644,head,bed,BC
355,pressed,squash,BC
659,lucky charms,leprechaun,BC
667,hack,cough,BC
717,notes,study,BC
385,me,you,BC
677,home,abode,BC
422,abyss  nice sound play on the words,void koan so glad to have made you smile,BC
555,birthday,suit,BC
563,ties,knot,BC
485,felony,assault,BC
677,lane,penny,BC
387,declare,state,BC
618,whoa,confusion,BC
555,wilderness,forestjohn,BC
329,beneath,beyond,BC
663,fest,hippies,BC
345,cost,budget,BC
389,charge,lightning,BC
529,card,flush,BC
663,town,house,BC
318,actuary,mathematics,BC
431,organelles,cells,BC
377,students,trouble,BC
593,chance,speculation,BC
501,crime,cops,BC
589,concert,concession,BC
399,proof,pudding,BC
655,fat,glycerol,BC
655,sleep,tired,BC
529,r,band,BC
365,dazed,@ boopme,BC
422,ignorant as in many people,illiterate,BC
392,catfish  yuck,dogfishcatfish yuck,BC
663,segregation,enforced,BC
593,collapse,faint,BC
589,island,castaway,BC
640,mitten,snow,BC
676,sacrifice,human,BC
563,voyage,ocean,BC
706,capistrano,mission,BC
593,class,conscious,BC
501,volkswagon as in model of,green,BC
437,monster,halloween,BC
329,c,ignorant,BC
485,erosion,ablation,BC
640,brown,yale,BC
563,barn,horse,BC
341,answer,conundrum,BC
676,melancoholy,crying,BC
640,knight,merlin,BC
706,sewage,plant,BC
663,downer,upper,BC
389,yummmmm,yucky,BC
473,fireplace,logs,BC
485,oven,turkey,BC
644,pine,forest,BC
698,hollywood,california,BC
345,gap,teeth,BC
604,fitting,appropriate,BC
604,highway,backroads,BC
640,thirsty,vampire,BC
422,catweazlehankies saxonmantom's children,gotcha'  now my friend,BC
360,pakistan,afghanistan,BC
365,bimbo,bambi,BC
589,chips,fish,BC
667,annoy,upset,BC
566,sorry swallowed a hairball and got hiccups,acid,BC
491,animated,lively,BC
640,bricks,mortar,BC
329,gin,rummy,BC
341,work,avocation,BC
667,spark,bonfire,BC
385,filofax,gibberish,BC
655,chocolate,food,BC
640,caged,trapped,BC
529,baseball,babe,BC
341,dinosaur,micropachycephalosaurus,BC
389,overcome,persevere,BC
393,harely,chicks,BC
422,gargoyle,fiend,BC
563,indiscreet,reckless,BC
422,ooo i soooo love jolley ranchers,strawberry,BC
640,nice,biscuit,BC
640,bite,chomp,BC
341,unimaginable,horrific,BC
385,saturate,soak,BC
604,helpers,assistance,BC
434,management,control,BC
422,archesdamgud,gateway arch,BC
529,forensics,mistakes,BC
389,goodbye,well scarlett,BC
329,flatfoots,zoomies,BC
390,archaic,antiquated,BC
698,unconditional,regardless,BC
366,chess,concentrate,BC
563,stonesrocks,dirt,BC
341,stable,volatile,BC
589,prom,tux,BC
529,beach,volleyball,BC
485,song,poem,BC
677,buoy,marker,BC
589,snack,nuts,BC
485,pixel,pixelated,BC
331,valiant,valium,BC
473,shade,tint,BC
566,nun,habit,BC
659,wings,angel,BC
485,of honor,glory,BC
534,joker,wild,BC
663,pummel,strike,BC
329,oh yummyfudge,cookies and cream ice cream,BC
387,game,bird,BC
485,refreezing,zambonilet's go rangers,BC
385,strange,peculiar,BC
499,ajar,cracked,BC
341,sun,spots,BC
640,torture,water,BC
596,bike,road,BC
644,saddle,leather,BC
393,don't think anyone's gonna touch that one,udder,BC
351,intake,consume,BC
566,teeth,brush,BC
593,army,regimen,BC
698,music,listen,BC
365,ancient,sage,BC
385,drum,stick,BC
593,theory,factlove your new siggy,BC
422,metropolis,superman,BC
593,it is a credit to the players on bc that they can drift of and be whimsical in their replies,i messed this up,BC
422,surely this can't go on,zowie,BC
387,cake,yellow,BC
668,dunno where that came from  anyway,public,BC
589,include,encompass,BC
351,scale,map,BC
636,liberty,life,BC
331,popeye,spinach,BC
422,few,many,BC
640,lion,bar,BC
586,yes,thank u chris,BC
659,boy,girl,BC
329,gewy,spell checker,BC
421,crows,murder  bonus points if you can see this connection,BC
640,stench,sewage,BC
659,deep  great new sig there scarlett,abyssi second that pandy,BC
501,floor,wood,BC
655,hamster,wheel,BC
360,collectables,something,BC
644,composer,musician,BC
696,technician,computer,BC
485,apparitions,revenant,BC
655,foe,enemy,BC
345,rings,circus,BC
387,perfect,ideal,BC
341,mission,assignment,BC
485,associations,affiliate,BC
563,medal,award,BC
563,anniversary,celebration,BC
593,atop,under,BC
419,teeth,crest,BC
405,ginormous bullet,magnum,BC
606,sexy,babe,BC
604,autumnmy favorite season,leaves,BC
529,no problem,comments,BC
365,healthy,vitamins,BC
422,across,street,BC
385,plethora,papers,BC
696,comfort,inn,BC
640,twinkle,sparkle,BC
604,casting,couch,BC
437,crave,desire,BC
468,flag,pole,BC
387,wine,buff,BC
529,pest,racoons,BC
422,reminisce,flashback,BC
642,tv,dinner,BC
422,ok chris now do i respond to the word left,she is my friend,BC
563,determined,tenacious,BC
473,dirty,harry,BC
473,baseball,bat,BC
485,crash,dummy,BC
385,ball,bounce,BC
589,awww animal crackers,tasty,BC
389,narcissist,egotistical,BC
522,guest,unwanted,BC
365,protected,sheltered,BC
706,grade,rate,BC
655,car,engine,BC
698,creativeness,imagination,BC
398,site,permit,BC
677,marceau,bip,BC
566,venom,snake,BC
667,hairball,stomach,BC
393,bell,whistle,BC
347,personality,attitude,BC
340,particulate,especially,BC
365,ssssssnnnnnnnnaaaaaaaaaaaake,camping,BC
331,finale,encore,BC
365,sarcophagus,pyramids,BC
365,music,genra,BC
663,minstral,balladeer,BC
566,name,lilachamster,BC
437,emoting,temperamental,BC
485,bait,chum,BC
389,the amazing spidermanyes,web,BC
341,pantomime,annoying,BC
698,pandemic,pandemonium,BC
387,cream,clotted,BC
341,clogged,accumulation,BC
365,epiphany,aaaahhhhhhh ha,BC
563,eye,twinkle,BC
640,dong,bong,BC
422,endorse,signature,BC
473,break,kitkat,BC
422,surreal,dreamlike,BC
360,meeting,boredom,BC
422,effects,special,BC
563,oxidize,corrode,BC
341,free,invaluable,BC
390,club,pummel,BC
399,park,children,BC
385,propagate,multiply,BC
698,chicken,meat,BC
393,dress,code,BC
485,claw,hammer,BC
633,hurts,everybody,BC
480,folded,paper,BC
473,glue,adhesive,BC
341,working,prototype,BC
640,noise,decibel,BC
698,keg,barrel,BC
663,pugilist,professional,BC
501,oatmeal,nasty,BC
341,sashimi,yakuza,BC
589,reprimand,official,BC
485,specific,dedicated,BC
485,persistent,tenacious,BC
385,tractor,trailer,BC
341,research,triangle,BC
365,pie,pizza,BC
351,bee,queen,BC
490,stuck,mud,BC
318,i really don't want to say the four letter,yellow,BC
604,pogo,logo,BC
589,responsibility,trouble,BC
473,address,book,BC
387,general,anesthetic,BC
341,incision,dismember,BC
663,budget,tight,BC
706,mnemonic,hint,BC
667,stage,theatre,BC
529,sideshow,circus,BC
507,crust,pizza,BC
593,distinguishedi lifted that from your own av byline,of course,BC
604,fearless,foolishmy first thought,BC
588,alpha,sphere,BC
563,chaos,theory,BC
663,cake,midget,BC
589,checkmate,powerboats,BC
485,panic,attack,BC
563,minerals,element,BC
389,parable i think i'll go for a pair o,myth,BC
593,sober,clean,BC
529,society,responsibilities,BC
616,incorrigiblewow you use long words,zeppelin,BC
589,hospital,gowns,BC
698,furry,anthropomorphic,BC
365,blank,empty,BC
431,and,men,BC
473,mountaineering,everest,BC
341,atomize,particulates,BC
485,program,bill,BC
341,dances,firelight,BC
563,chain,gang,BC
529,sounds greek to me,zorba,BC
604,ear wax,hearing,BC
365,slip-n-slide,saddle,BC
529,blunt,punk,BC
473,whole,meal,BC
398,engine,oil,BC
640,billy,goat,BC
485,park,avenue,BC
473,snake,skin,BC
485,fith,pint,BC
589,man,wo-man,BC
422,vacillate,yo-yo,BC
400,volatile,compound,BC
426,duck,hunt,BC
341,territory,yukon,BC
563,cuisine,chef,BC
563,wind,gust,BC
360,drill,whir,BC
589,telephone,line,BC
383,spin,city,BC
640,gross,net,BC
329,aesop,sounds like more tall,BC
555,n'butter,oleo,BC
655,nonsense,absurd,BC
640,wings,dove,BC
589,addiction,doper,BC
448,tease,yes,BC
667,guess there was a bit of a lag with the tinternet,hose,BC
640,food,feed,BC
351,banister,handrail,BC
473,senior,elder,BC
566,inmates,big brother,BC
399,brass,knocker,BC
555,alert,awake,BC
485,me,us,BC
593,fennel,funnel,BC
390,coefficient,negative,BC
393,gnome,sprite,BC
589,garden,patch,BC
698,comfortable,couch,BC
589,stazi,ruthless,BC
698,john,deer,BC
550,just specifying which of the 2 words i'm using oil,slick,BC
485,rifle,winchester,BC
676,whiskey,drink,BC
341,pothead,stoner,BC
566,punishment,crime,BC
485,overlook,negligence,BC
389,hearing,court,BC
640,elbow,grease,BC
329,koan,ayup,BC
529,georgia,simon fraser university,BC
389,idjutts  i just missed ya' in chat,awww sorry,BC
345,barber,pole,BC
563,residue,remainder,BC
417,food,breakfast,BC
485,field,stadium,BC
499,fold,laundry,BC
400,fiddle,dee-dee,BC
485,frisbee,football,BC
641,clothes,hamper,BC
501,foamoh john,enhancers,BC
642,space,bar,BC
698,calypso,slider,BC
422,cross,stich xxxxx,BC
644,money,empty,BC
422,wow,biscuts,BC
341,kennedy,space,BC
385,sedulousness,persistent,BC
589,dipping,sonar,BC
473,ideas,suggestion,BC
389,jowls,beard,BC
485,cake,birthday,BC
485,legend,map,BC
663,freak,geek,BC
463,flames,love,BC
405,glasses,blind,BC
616,stove,top,BC
393,cord,sash,BC
416,branch,tree,BC
422,m'lady scarlett,no need to apoligize koan,BC
709,chips,salsa,BC
605,smell,odious,BC
341,credit,debt,BC
341,pie,la mode,BC
604,appraisal they are just to cool,determinationcheer abounds in the face of all creepiness,BC
480,mustard  penny,ketsup,BC
713,funerals,crying,BC
606,sharp,point,BC
501,paper,pencil,BC
398,reception,wedding,BC
636,chaos,theory,BC
572,hmm,labour,BC
449,trampoline - elephant,elephant,BC
417,colour,creed,BC
566,costumes,theatre,BC
659,silkayeka,stockingthanks pandy,BC
644,chapter,novel,BC
341,pacemaker,defibrillation,BC
385,pythagoras,triangle,BC
366,belt,tighten,BC
644,eightthese replies are,billiards,BC
387,dismantled,disassembled,BC
365,longhorns,steak,BC
706,tire,rubber,BC
331,anchor,sailor,BC
387,product,placement,BC
390,herbie,love bug,BC
329,ugh,aw px4depression is only a,BC
485,circle,traffic,BC
522,female,st bernard,BC
323,guts,glory,BC
563,positions,defensive,BC
449,trouble,mischief,BC
473,monkey,nuts,BC
499,hats,cat,BC
663,green,fresh,BC
640,impossibleor is itdavid blaine levitation,mission,BC
529,jack,cracker,BC
480,flight,fright,BC
604,polite,courtesy counts,BC
529,root,implant,BC
529,commune,caucus,BC
485,perjure,bill clinton,BC
593,breakfast,skip,BC
485,glass,houses,BC
389,paper,pulp,BC
399,crackers,christmas,BC
351,psycho,lunatic,BC
422,drunk,oh dolly you fell for the bait,BC
351,bolt,usain,BC
655,pig,farm,BC
360,smog,pollution,BC
606,jar,cookie,BC
589,pet,brush,BC
392,on,harvest moonon,BC
473,ocean,liner,BC
563,acclimatize,adapt,BC
385,desire,longing,BC
529,noble,act,BC
345,learn,teach,BC
476,clouds,rain,BC
640,rye bread,cheese,BC
529,detention,punishment,BC
360,liars,scum,BC
640,quack,doctor,BC
485,geneva,bible,BC
341,rounded,contoured,BC
667,bank,robbers,BC
672,times,newspaper,BC
604,cut,and pasteit's good practice,BC
351,money,purse,BC
329,exotic,surreal,BC
641,attire,hat,BC
583,short,long,BC
644,symphony,orchestrator,BC
655,approve,agreed,BC
529,stranger,outsider,BC
480,person,people,BC
351,knot,speed,BC
636,arff,dogreally thoughmusician,BC
473,sound,track,BC
698,vrouw,what,BC
389,washernow that i'm feeling refreshed i guess i should get dressedmaybe i should keep editing,woman,BC
485,access,approach,BC
663,accommodations,royale,BC
437,trailer,hitch,BC
589,celebrate,thanksgiving,BC
351,sleepy,dozing,BC
605,saffron,donovanam i dating myself,BC
583,protection,shield,BC
451,paprika,paprikahey,BC
351,ramone,band,BC
640,tempest,storm,BC
563,orbit,satellite,BC
569,salad,restaurant,BC
416,corrosive,acid,BC
485,grifter,charlatan,BC
640,flutter,gamble,BC
389,thank god,sad,BC
583,discover,find,BC
640,why,questioning,BC
387,member,list,BC
485,public,enemy,BC
529,man,gentle,BC
377,runaway,bride,BC
529,aromatherapy,natural,BC
522,nuts,wacko,BC
360,canis,wolf,BC
655,shy,like the barbed wire in your signature poppy  blush,BC
318,cooling,heatsink,BC
708,augmented,knife,BC
318,calm,asleep,BC
341,guitar,neck,BC
336,gutter,guts,BC
604,stingray,bermuda,BC
485,strengthen,temper,BC
640,given,received,BC
640,outlook,bleak,BC
589,wander,trekwelcome back orange blossom,BC
341,mason,dixon,BC
422,columnscarlett,pillar,BC
604,humdrum,dull,BC
485,corn crib,pipe,BC
331,pinniped,parallelepiped,BC
593,do i get a bonus now or,stipend,BC
432,illuminatithanks stolen,freemasonthank you,BC
341,rare,copious,BC
422,dairy,farm,BC
420,tie,bow,BC
426,piano,wire,BC
385,city,scarecrow,BC
636,standards,procedure,BC
485,chunky,monkey,BC
563,unveil,reveal,BC
434,visit,friends,BC
655,red,wine,BC
563,dracula,fangs,BC
543,pear,anjou,BC
473,substitute,football,BC
422,alley,jenny craig  slim,BC
593,cracker,nut,BC
563,purse,lips,BC
387,quarantine,disease,BC
593,bubble,burst,BC
485,toy,poodle,BC
501,travel,trailer,BC
373,tight,savvy,BC
365,waver,permission,BC
318,vest,red,BC
604,i know it is not my computer as i used another,john,BC
485,ruins,runes,BC
698,wurst,worst,BC
485,you,devil,BC
616,fried,chicken,BC
417,squeaky,mouse,BC
329,sandels,flip-flops,BC
485,advertisement,commercial,BC
387,shelter,shed,BC
365,hooters,loud,BC
341,pirate,cheated,BC
640,play,school,BC
341,mewl,mule,BC
365,bloviate,impossible,BC
642,etiquette,manners,BC
437,nasty,forfeit,BC
437,love,marriage,BC
365,blues,b b king,BC
387,system,method,BC
663,speed,racer,BC
501,lol excuses,run,BC
485,cia,oss,BC
586,thank u for the warm appoligy i accept it and yes i will stay,toes,BC
663,nudge,bump,BC
345,assurance,guarantee,BC
663,dome,cover,BC
419,bug,pestilence,BC
485,fresh,baked,BC
422,tehehe,heart,BC
655,police,hmmm i could put rozzers,BC
341,calotype,multiplicity,BC
587,pristine,crystal,BC
387,contour,ploughing,BC
360,swift,supersonic,BC
608,arrow,head,BC
393,sour,dough,BC
351,idolise,worship,BC
389,fortunate,son,BC
616,orange,juice,BC
593,ocean,saltwater,BC
640,watch,bird,BC
714,saxophone,lisa simpson,BC
390,seeds,propagate,BC
422,pearlydamgud,diamond,BC
398,wool,pad,BC
499,anderson,loni,BC
522,jury,pears,BC
640,idea,bubble,BC
499,fall,leaves,BC
616,bankmy bank is bank of new york,run,BC
485,british,fleet,BC
501,galaxy,universe,BC
676,cone,head,BC
698,astronaut,space,BC
604,record,testimony,BC
393,incredible,dream,BC
485,bubble,bath,BC
640,mouse,mat,BC
529,hug,bunny,BC
589,sissy,wimp,BC
320,xbox,junk,BC
563,bully,threaten,BC
422,lightning,white,BC
563,kane,rosebud,BC
663,divide,multiply,BC
606,time,killing,BC
563,meal,cook,BC
360,deoxyribonucleic,rna,BC
360,@ boopme,chaos,BC
398,plead,jail,BC
385,destoy,spell-check,BC
593,insane,lunaticso is it good,BC
389,aversion,oogie,BC
485,salt,mine,BC
485,loathing,despise,BC
390,tree,climb,BC
589,conveyor belt,transport,BC
485,tooth,decay,BC
329,hodgepodgeu r welcome,patchwork,BC
485,penguin,batman,BC
529,thanks for carving,chocolate,BC
663,blazing,trail,BC
450,affair,trouble,BC
421,fryup,real bacon    i would kill for 3 slices of bacon,BC
389,empty,shell,BC
713,whale,killer,BC
473,tree,family,BC
485,data,breach,BC
619,home,now,BC
331,iberia,peninsula,BC
640,malaise,sauce,BC
531,beginning,middle,BC
431,cuban,fidel,BC
329,corral,riata,BC
640,bed,roses,BC
501,pie,apple,BC
345,hearts,love,BC
706,reaction,riposte,BC
616,kitchen,aid,BC
329,attempt,tryout,BC
563,madness,march,BC
640,choices,options,BC
365,farm,fields,BC
329,salt,dead sea,BC
604,ass,backwards as the tail wags the dawgg,BC
589,correct,indubitably,BC
589,overas in over bite-lol,under,BC
663,transfusion,confusion,BC
656,gift,christmas,BC
566,coach,team,BC
341,palace,hotel,BC
422,rod serling,host,BC
499,blanket,toss,BC
347,track,cookie,BC
345,bacardi,rum,BC
485,them,we,BC
502,rosie,flame,BC
499,questioning,authority,BC
421,etiquette,frenchamazingly they seldom seem to have any,BC
640,sponge,bob,BC
337,computer,calculator,BC
485,yogurt,curd,BC
365,glitter,gold,BC
529,relativity,interdependence,BC
331,congress,incompetence,BC
331,crater,economy,BC
485,fiasco,tabasco,BC
593,breeze,way,BC
341,keg,hogshead,BC
593,john,dear,BC
616,crop,circle,BC
663,polite,manners,BC
393,pad,bandage,BC
593,zither,witherhey koan,BC
640,mud,cake,BC
677,elevator,lift,BC
422,find,discover,BC
491,window,sight,BC
663,music,box,BC
393,classes,stream,BC
563,coach,team,BC
485,action,hero,BC
390,indicate,specify,BC
663,fox,hole,BC
604,innocent,free,BC
698,cherry,strawberry,BC
485,pathetic,plaintive,BC
492,habit,practice,BC
422,schemes,concoct,BC
529,pack,snack,BC
501,endorsement,endorse,BC
443,facilitator,codependent,BC
563,city,country,BC
655,bleeping,sound,BC
663,habitat,conservation,BC
393,cardigan,buttons,BC
389,eraser,exterminator,BC
341,pie,rhubarb,BC
672,correct,wrongturn,BC
389,urban,ruralwhere it's quiet and a person can think lol,BC
331,check,mate,BC
485,kick,butt,BC
588,loss,weary,BC
365,arthritis,bursitis,BC
662,soup,plate,BC
640,iron,vitamin,BC
492,peel,sir robert,BC
644,express,feelings,BC
606,dull,sharp,BC
419,bivalve,bypass,BC
351,hero,protagonist,BC
706,pestilence,tragic,BC
473,factory,worker,BC
365,mavericks,bronc's,BC
473,magic,circle,BC
351,transport,commute,BC
628,bed,snooze,BC
713,bows,ribbons,BC
589,joker,card,BC
377,lift,hitchhike,BC
351,tired,fatigued,BC
485,flank,out,BC
422,dog faces,squids,BC
365,superciliousness,high falutin,BC
437,sweep,rug,BC
485,symphony,movement,BC
396,ring,onion,BC
593,dismantle,destroy,BC
563,scripted,film,BC
566,hair,cut,BC
360,depot,station,BC
706,party,faction,BC
491,cut,dragon,BC
392,irish cream,taffeewhere's spell checker,BC
389,i really liked jackie brown,orange,BC
522,unneeded,gadget,BC
422,months,seasonswelcome to bleeping computer games shimmygirl,BC
398,tabloid,rumors,BC
422,state parkthere's a poncho villa state park in new mexico down by the mexican border,swingset,BC
698,venus,saturn,BC
476,rattle,roll,BC
437,chedder,crackers,BC
360,brakes,shoes,BC
365,horse,bridle,BC
341,clones,redundant,BC
677,romantic,passionate,BC
640,werewolf,howl,BC
387,pie,crust,BC
404,skip,hop-scotch,BC
658,pearl,beer,BC
422,and feather,bed,BC
608,fire,bulls-eye,BC
360,ultrasonic,hypersonic,BC
389,influence,ah thanks teaxasangel67,BC
341,egotistical,self-aggrandizing,BC
529,scented,candle,BC
636,me,purple,BC
451,hockey,skaters,BC
485,birthday,present,BC
405,bars,drunks,BC
345,scan,visual,BC
706,pleasure,dome,BC
480,hound dog,basset,BC
360,cage,kennel,BC
422,resonation  lol,reverberate,BC
529,amazing,grace,BC
377,cola,unhealthy,BC
640,segment,orange,BC
393,scholar,rhodes,BC
572,guitar,electric,BC
439,favor,kindness,BC
331,bass,clef,BC
563,government,administration,BC
331,cardboard,pizza,BC
421,stroll,amble,BC
393,brain,wash,BC
385,exit,depart,BC
421,kansas city,yellow brick roadi hope,BC
706,toll,bridge,BC
398,spice,pepper,BC
389,tango,let's do da bump lol,BC
387,criminal,intent,BC
473,frame,picture,BC
662,black,colour,BC
698,eradicate,mouse,BC
501,julius,greek,BC
606,american,north,BC
662,magician,magic,BC
389,tea,toast,BC
492,crusade,romanticis,BC
485,feet,yard,BC
529,rodger's,mr,BC
422,piano,grand,BC
589,basset,short,BC
419,dancin shoes,disco,BC
473,end,result,BC
341,communication,silence,BC
501,crude,i cant help itnude,BC
589,rapids,river,BC
389,heavywieght,bruiser lol,BC
640,plan,ahead,BC
577,magazines,rifle,BC
711,plaza,square,BC
663,rubber,eraser,BC
589,norman,taxidermy,BC
476,deed,title,BC
640,stump,bamboozle,BC
640,margin,edge,BC
351,mark,scar,BC
485,honey,pie,BC
485,memo,format,BC
341,evil,maleficent,BC
341,overdrive,hyperdrive,BC
593,intrude,invade,BC
543,sticks,stones,BC
663,seat,chairs,BC
501,food,flat tire,BC
485,arrangement,agreement,BC
589,pack,wolf,BC
566,lilachamster   influenza,lol,BC
422,spiderman,batman,BC
636,components,machine,BC
365,promise,solome,BC
393,pow-mia,flag,BC
589,bedding,berthing,BC
589,cake,chocolate,BC
515,case,court,BC
364,lemur,f,BC
422,outlook,philoshpy,BC
640,listen,lady,BC
422,water,run,BC
640,walgreens,drugs,BC
387,treasure,trove,BC
473,code,highway,BC
422,sad,situation,BC
473,neck,tie,BC
480,man,couchcouch,BC
385,camera,flash,BC
663,nuts,darn,BC
345,bailiwick,fortes,BC
365,mustelidae,weasel,BC
640,rude,awakening,BC
398,tie,bow,BC
499,freeze,pop,BC
640,orange,network,BC
390,doric,ancient,BC
341,pictures,daguerreotypes,BC
400,resistance,futile,BC
331,roman,candle,BC
427,harvest,yield,BC
562,question paper,answers,BC
566,drill,dentist,BC
659,icee,strawberry,BC
365,snow,crystals,BC
387,hammer,drill,BC
639,bird,brain,BC
663,count,dracula,BC
593,originalnot necessarily productive,reproduction,BC
485,eavedrops,wiretap,BC
341,carry,transport,BC
642,chat,speak,BC
473,applause,clapping,BC
501,painting,draw,BC
604,illegal,bogus still chucklin' 'bout the  starter,BC
329,merry-go-round,jungle-gym,BC
347,ageless,eternal,BC
457,resourceful,money,BC
501,100% cotton sheets,nightmare,BC
659,vision,concept,BC
593,shower,i'll show 'er,BC
451,fact,opinion,BC
640,eggs,bacon,BC
706,nsa,cia,BC
419,distributed,circulated,BC
593,opportunity,knocks,BC
604,mississippi,riverboat,BC
698,ass,butt,BC
522,sacrifice,maya,BC
364,merlin,sorcery,BC
389,mapquest,direction,BC
640,man,jazz,BC
394,weaver,dennis,BC
341,dll,dll,BC
389,strong,capable,BC
329,gargoyles,ghouls,BC
399,rise,pay,BC
529,swim,ocean,BC
383,quagmire,predicament,BC
589,eye,tooth,BC
593,monkey,around,BC
604,smoooth,silk,BC
398,agreed,yes,BC
331,pyroclastic,volcano,BC
659,ultimate,final curtain,BC
422,noble,valor,BC
640,calculate,evaluate,BC
696,solution  good morning pandy,wrong,BC
485,confirm,corroberate,BC
427,morning,after,BC
422,judgement,cast stones,BC
